"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2015-01",-6.068455,54.487895,"Eglantine Road","OTTH","LISBURN",121654
"2015-01",-6.045649,54.480367,"Highgrove","VISO","BALLYCLARE",18675
"2015-01",-5.915143,54.596349,"Laganbank Road","VISO","BELFAST",335665
"2015-01",-5.957446,54.604448,"Battenberg Street","POSW","BELFAST",335665
"2015-01",-6.155978,54.412694,"Banbridge Road","VISO","LURGAN",28568
"2015-01",-5.887157,54.214696,"Railway Street","ASBO","COMBER",9256
"2015-01",-6.334754,54.46937,"Woodville Street","BURG","LURGAN",28568
"2015-01",-7.321208,55.016676,"Racecourse Road","OTTH","LONDONDERRY",NA
"2015-01",-5.907632,54.547574,"Beechill Park Avenue","ASBO","BELFAST",335665
"2015-01",-5.973488,54.608347,"West Circular Road","CDAR","BELFAST",335665
"2015-01",-6.946802,55.053464,"Alexander Road","VISO","LIMAVADY",12128
"2015-01",-5.953155,54.672948,"Glebecoole Drive","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.272027,54.351302,"Reilly Place","ASBO","BANBRIDGE",14634
"2015-01",-5.680547,54.66107,"Bryansburn Gardens","OTTH","BANGOR",62789
"2015-01",-5.933066,54.591086,"Dublin Road","ASBO","OMAGH",21325
"2015-01",-6.686756,55.121606,"Wheatfield Gardens","ASBO","COLERAINE",24694
"2015-01",-6.933871,55.041916,"Meadowvale Park","VISO","LIMAVADY",12128
"2015-01",-5.739851,54.554654,"Darragh Road","ASBO","BALLYCASTLE",5765
"2015-01",-6.515265,55.070686,"Church Street","SHOP","BALLYMONEY",11365
"2015-01",-5.937217,54.588857,"Blondin Street","ASBO",NA,NA
"2015-01",-6.936923,55.044233,"Drumachose Park","BURG","LIMAVADY",12128
"2015-01",-7.263341,55.033407,"Temple Road","ASBO","GARVAGH",1291
"2015-01",-5.923999,54.598389,"Victoria Square","VISO","BELFAST",335665
"2015-01",-5.905956,54.590225,"Roslyn Street","BURG","BELFAST",335665
"2015-01",-7.473973,54.820549,"Lisnafin Park","OTTH","STRABANE",17695
"2015-01",-6.610359,54.755642,"Rainey Street","CDAR","MAGHERAFELT",8387
"2015-01",-6.37828,54.447249,"Enniskeen","VISO","CRAIGAVON",17213
"2015-01",-5.928554,54.600102,"Winecellar Entry","VISO","BELFAST",335665
"2015-01",-7.312428,54.613559,"Dunbreen Close","ASBO","OMAGH",21325
"2015-01",NA,NA,"No Location","DRUG",NA,NA
"2015-01",-6.323532,54.460149,"Lime Grove","VISO","LURGAN",28568
"2015-01",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN",22611
"2015-01",-5.93895,54.598042,"Galway Street","VECR","BELFAST",335665
"2015-01",-6.646803,54.347166,"Barrack Hill","VISO","ARMAGH",175621
"2015-01",-6.65847,55.147565,"Kenbane Avenue","CDAR","COLERAINE",24694
"2015-01",-5.989392,54.592503,"Norglen Court","POSW","BELFAST",335665
"2015-01",-6.024177,54.574872,"Suffolk Road","ASBO","BELFAST",335665
"2015-01",-6.352147,54.180112,"Hospital Road","ASBO","MAGHERAFELT",8387
"2015-01",-7.638603,54.362182,"Derrygore Road","CDAR","ENNISKILLEN",13826
"2015-01",-5.900554,54.678616,"Glenville Park","CDAR","NEWTOWNABBEY",118261
"2015-01",-6.218148,54.620885,"Cidercourt Road","ASBO","CRUMLIN",5126
"2015-01",-5.896981,54.600456,"Dee Street","VISO","BELFAST",335665
"2015-01",-6.215501,54.719828,"Centaur Court","CDAR","ANTRIM",21896
"2015-01",-5.90887,54.688769,"Tynan Drive","VISO","NEWTOWNABBEY",118261
"2015-01",-7.31798,54.995944,"Foyle Street","VISO","LONDONDERRY",NA
"2015-01",-7.276112,55.019883,"Gransha Park","VISO","BELFAST",335665
"2015-01",-7.459097,54.37982,"Meadow Brook","VISO","COMBER",9256
"2015-01",-7.297527,54.61245,"Lisanelly Heights","VISO","OMAGH",21325
"2015-01",-6.273489,54.426058,"Milltown Road","ASBO","ANTRIM",21896
"2015-01",-5.98828,54.071455,"Mourneview Park","BURG","KILKEEL",69258
"2015-01",-5.522863,54.546216,"Tullykevin Road","VISO","NEWTOWNARDS",28654
"2015-01",-6.791005,54.654572,"Orritor Road","ASBO","COOKSTOWN",10718
"2015-01",-5.866017,54.578789,"Castleview Court","ASBO","OMAGH",21325
"2015-01",-5.871806,54.697001,"Glassillan Grove","CDAR","CARRICKFERGUS",28653
"2015-01",-6.421147,54.358053,"Castle Rise","OTTH","TANDRAGEE",3489
"2015-01",-6.698551,54.538629,"Mourne Crescent","BURG","MONEYREAGH",1380
"2015-01",-7.333084,54.990584,"Lecky Road","ASBO","LONDONDERRY",NA
"2015-01",-5.922125,54.602355,"Donegall Quay","DRUG","BELFAST",335665
"2015-01",-5.900481,54.593185,"Breach Close","OTTH","BELFAST",335665
"2015-01",-5.928265,54.587203,"Cromwell Road","DRUG","BELFAST",335665
"2015-01",-7.34522,55.029141,"Upper Galliagh Road","OTTH","LONDONDERRY",NA
"2015-01",-5.837577,54.290895,"The Square","ASBO","COALISLAND",5789
"2015-01",-7.021347,55.045777,"Bawn Court","OTTH","DUNMURRY",NA
"2015-01",-6.259944,54.856791,"Meadowvale","VISO","LISBURN",121654
"2015-01",-7.325564,54.597958,"Lammy Crescent","OTTH","OMAGH",21325
"2015-01",-6.192257,54.509883,"Willow Lodge","DRUG","LISBURN",121654
"2015-01",-5.800496,54.723599,"Taylors Avenue","VISO","CARRICKFERGUS",28653
"2015-01",-5.638213,54.648058,"Cloverhill Park","ASBO","COLERAINE",24694
"2015-01",-7.276541,54.967436,"Rushall Road","ASBO","LONDONDERRY",NA
"2015-01",-7.467969,54.81692,"Ashgrove Park","CDAR","BELFAST",335665
"2015-01",-6.248544,54.099554,"Slieve Foy Place","DRUG","WARRENPOINT",7651
"2015-01",-5.941134,54.589714,"Eureka Drive","VISO","BELFAST",335665
"2015-01",-6.360781,54.36697,"Pine View Court","OTTH","GILFORD",1216
"2015-01",-6.708435,54.244783,"Lake Road","BURG","CULLYHANNA",479
"2015-01",-5.668234,54.659557,"Market Street","DRUG","BALLYMONEY",11365
"2015-01",-6.057101,54.224485,"Fofanny School Road","VISO","NEWRY",27234
"2015-01",-5.535213,54.606395,"Abbey Park","VECR","LONDONDERRY",NA
"2015-01",-7.308881,54.997168,"Columba Terrace","ASBO","LONDONDERRY",NA
"2015-01",-5.938294,54.624779,"Glandore Gardens","VISO","PORTADOWN",22611
"2015-01",-5.9336,54.5946,"Amelia Street","ASBO","BELFAST",335665
"2015-01",-7.473778,54.829522,"Lifford Road","OTTH","STRABANE",17695
"2015-01",-6.094383,54.45668,"Monument Road","BURG","HILLSBOROUGH",3487
"2015-01",-5.959097,54.569596,"Maryville Park","OTTH","BELFAST",335665
"2015-01",-5.934882,54.589437,"Donegall Road","ASBO","BELFAST",335665
"2015-01",-5.891576,54.220039,"Castlewellan Road","PUBO","DROMARA",601
"2015-01",-7.213844,54.980601,"Lettershendony Avenue","ASBO","DRUMAHOE",1369
"2015-01",-5.931852,54.599458,"Bank Street","OTTH","BELFAST",335665
"2015-01",-6.003185,54.755958,"Margaret Avenue","ASBO","BALLYMONEY",11365
"2015-01",-5.672408,54.660833,"Central Avenue","VISO","PORTSTEWART",7825
"2015-01",-6.520227,55.058394,"Cambourne Crescent","ASBO","NEWTOWNARDS",28654
"2015-01",-5.666809,54.660896,"Bingham Lane","CDAR","BANGOR",62789
"2015-01",-5.980273,54.577301,"Kennedy Way","ASBO","BELFAST",335665
"2015-01",-6.339562,54.455007,"Union Street","ASBO","COLERAINE",24694
"2015-01",-7.322045,55.03285,"Glencaw Park","VISO","LONDONDERRY",NA
"2015-01",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST",335665
"2015-01",-5.850291,54.86366,"Walnut Avenue","ASBO","LARNE",33620
"2015-01",-5.892253,54.528699,"Ivanhoe Avenue","OTTH","CARRYDUFF",7123
"2015-01",-6.667916,54.698658,"Mountview Heights","VISO",NA,NA
"2015-01",-6.199026,54.101339,"The Square","VISO","COALISLAND",5789
"2015-01",-6.220108,54.718467,"Castle Street","OTTH","DONAGHADEE",6926
"2015-01",-5.970064,54.600338,"Springfield Road","OTTH","BANGOR",62789
"2015-01",-6.024945,54.553887,"Juniper Park","POSW","DUNMURRY",NA
"2015-01",-5.974456,54.623135,"Glenbank Parade","CDAR","BELFAST",335665
"2015-01",-5.708708,54.595581,"Church Street","ASBO","BALLYMONEY",11365
"2015-01",-5.847257,54.59136,"Barnetts Green","ASBO","BELFAST",335665
"2015-01",-5.964411,54.579955,"Boucher Place","OTCR","BELFAST",335665
"2015-01",-6.03621,54.506684,"Dill Avenue","ASBO","LISBURN",121654
"2015-01",-6.330927,54.943019,"Crankill Road","BURG","BALLYMENA",30265
"2015-01",-6.941795,55.040395,"Glenview Drive","VISO","LIMAVADY",12128
"2015-01",-5.900907,54.589131,"Hatton Drive","VISO","BELFAST",335665
"2015-01",-5.952613,54.5845,"Donegall Avenue","OTTH","BELFAST",335665
"2015-01",-5.962319,54.595212,"Beechmount Pass","ASBO","BELFAST",335665
"2015-01",-7.278588,54.598109,"Hospital Road","VISO","MAGHERAFELT",8387
"2015-01",-5.678458,54.658029,"Brunswick Road","ASBO","BANGOR",62789
"2015-01",-6.449336,54.430088,"Woodside Hill","ASBO","PORTADOWN",22611
"2015-01",-7.319958,54.994473,"Carlisle Road","VISO","LONDONDERRY",NA
"2015-01",-6.789623,54.51177,"Castleview Heights","OTTH","DUNGANNON",15987
"2015-01",-5.891737,54.598019,"Connswater Street","OTCR","BELFAST",335665
"2015-01",-5.95955,54.618401,"Etna Drive","ASBO","BELFAST",335665
"2015-01",-5.88668,54.402978,"Windmill Crescent","CDAR","BALLYNAHINCH",5567
"2015-01",-5.935936,54.612331,"Antrim Road","VISO","TEMPLEPATRICK",1518
"2015-01",-5.661164,54.593242,"Abbot Court","ASBO","NEWTOWNARDS",28654
"2015-01",-5.894279,54.589546,"Quinton Street","VISO","BELFAST",335665
"2015-01",-5.793475,54.725106,"Victoria Road","CDAR","BREADY",94
"2015-01",-6.904663,54.661717,"Drum Road","VISO","COOKSTOWN",10718
"2015-01",-5.926106,54.582198,"Carmel Street","ASBO","BELFAST",335665
"2015-01",-5.994667,54.750076,"Bellevue Street","OTTH","BALLYCLARE",18675
"2015-01",-6.743266,54.640053,"Fountain Close","ASBO","COOKSTOWN",10718
"2015-01",-7.324848,54.993575,"Bishop Street","ASBO","LONDONDERRY",NA
"2015-01",-5.827365,54.733194,"Meadow Hill","OTTH","CARRICKFERGUS",28653
"2015-01",-7.282738,54.995552,"Kensington Road","OTCR","BELFAST",335665
"2015-01",-7.323409,54.997393,"Chamberlain Street","VISO","LONDONDERRY",NA
"2015-01",-6.017228,54.555549,"Chestnut Park","ASBO","STRABANE",17695
"2015-01",-6.148994,54.413171,"Meeting Street","DRUG","DROMORE",5254
"2015-01",-5.691046,54.660156,"Bryansburn Road","ASBO","BANGOR",62789
"2015-01",-5.900605,54.593798,"Breach Close","OTTH","BELFAST",335665
"2015-01",-6.357332,54.852291,"Gloonan Hill","OTTH","AHOGHILL",3501
"2015-01",-5.929051,54.602213,"Talbot Street","VECR","NEWTOWNARDS",28654
"2015-01",-5.934003,54.614427,"Syringa Street","CDAR","BELFAST",335665
"2015-01",-7.488079,54.60789,"Omagh Road","OTTH","GARVAGHY",NA
"2015-01",-5.849782,54.590129,"Kings Road","OTTH","WHITEHEAD",3803
"2015-01",-6.756597,54.402405,"Carrickaness Road","VECR","DUNGANNON",15987
"2015-01",-5.95156,54.584213,"Fane Street","CDAR","BELFAST",335665
"2015-01",-7.555875,54.183688,"Belturbet Road","OTCR","DERRYLIN",429
"2015-01",-6.334377,54.179005,"Trevor Hill","ASBO","NEWRY",27234
"2015-01",-5.9393,54.585909,"Fitzwilliam Street","BURG","BELFAST",335665
"2015-01",-7.30162,54.602116,"Drumragh Avenue","VISO","OMAGH",21325
"2015-01",-5.943897,54.583714,"Wellesley Avenue","VECR","BELFAST",335665
"2015-01",NA,NA,"No Location","VISO",NA,NA
"2015-01",-5.654055,54.640423,"Willowbrook Court","ASBO","BANGOR",62789
"2015-01",-7.31798,54.995944,"Foyle Street","OTTH","LONDONDERRY",NA
"2015-01",-5.913234,54.66569,"Green End","DRUG","NEWTOWNABBEY",118261
"2015-01",-5.937312,54.61115,"Kinnaird Terrace","CDAR","BELFAST",335665
"2015-01",-5.71278,54.592774,"Brooklands Road","SHOP","DUNDONALD",16257
"2015-01",-6.396737,54.98417,"Glenbuck Road","VISO","BALLYMENA",30265
"2015-01",-5.968551,54.63442,"Loughview Manor","ASBO","BELFAST",335665
"2015-01",-6.652703,55.20184,"Eglinton Lane","ASBO","PORTRUSH",6621
"2015-01",-5.839433,54.26248,"Main Street","VISO","BALLYMONEY",11365
"2015-01",-6.456574,54.415878,"Brownstown Road","CDAR","PORTADOWN",22611
"2015-01",-6.053971,54.509487,"Howard Place","ASBO","LISBURN",121654
"2015-01",-5.849398,54.259764,"Dromara Road","ASBO","HILLSBOROUGH",3487
"2015-01",-6.438146,54.425694,"Bridge Street","OTTH","CUSHENDALL",1410
"2015-01",-5.802715,54.844829,"Harbour Roundabout","ASBO",NA,NA
"2015-01",-6.60926,54.751003,"Greenvale Park","ASBO","MAGHERAFELT",8387
"2015-01",-5.796597,54.657262,"Lorne Lane","OTTH","HOLYWOOD",12657
"2015-01",-6.268234,54.346036,"Kenlis Court","CDAR","BANBRIDGE",14634
"2015-01",-7.369863,54.402259,"Headhill Road","ASBO",NA,NA
"2015-01",-6.377568,54.447312,"Enniskeen","ASBO","CRAIGAVON",17213
"2015-01",-6.272262,54.194546,"Benagh Road","BURG","KILKEEL",69258
"2015-01",-6.40691,54.181595,"Newry Road","VISO","BANBRIDGE",14634
"2015-01",-7.351981,55.016206,"Drumard Park","ASBO","LONDONDERRY",NA
"2015-01",-6.215687,54.737134,"Argyll Street","ASBO","ANTRIM",21896
"2015-01",-6.449266,54.433151,"Churchill Park","ASBO","PORTADOWN",22611
"2015-01",-6.700202,54.444872,"Clover Hill","BURG","MOY",2256
"2015-01",-6.933977,55.03615,"Whitehill Park","VISO","LIMAVADY",12128
"2015-01",-5.866017,54.578789,"Castleview Court","ASBO","OMAGH",21325
"2015-01",-5.964602,54.68059,"Glenvarna Walk","VECR","NEWTOWNABBEY",118261
"2015-01",-6.010218,54.567123,"Ringford Crescent","ASBO","BELFAST",335665
"2015-01",-6.443864,54.417529,"Thomas Street","VISO","BALLYMENA",30265
"2015-01",-5.96618,54.594729,"Mica Street","ASBO","BELFAST",335665
"2015-01",-6.003289,54.551654,"Salisbury Place","ASBO","DUNMURRY",NA
"2015-01",-5.956815,54.613656,"Flax Street","ASBO","BELFAST",335665
"2015-01",-5.935062,54.617375,"Limestone Road","CDAR","BELFAST",335665
"2015-01",-5.947836,54.607187,"Crimea Street","ASBO","BELFAST",335665
"2015-01",-6.69121,54.446455,"The Square","ASBO","COALISLAND",5789
"2015-01",-5.897743,54.58116,"Cregagh Court","VISO","BELFAST",335665
"2015-01",-5.54244,54.644435,"East Street","VISO","NEWTOWNARDS",28654
"2015-01",-5.933325,54.571306,"Sharman Road","BURG","BELFAST",335665
"2015-01",-7.308576,54.996744,"Bonds Street","ASBO","LONDONDERRY",NA
"2015-01",-7.272829,55.030248,"Coneyburrow","VISO",NA,NA
"2015-01",-5.926106,54.582198,"Carmel Street","BURG","BELFAST",335665
"2015-01",-6.278889,54.864986,"George Street","ASBO","PORTADOWN",22611
"2015-01",-5.703265,54.648806,"Ballyhalbert Gardens","ASBO","BANGOR",62789
"2015-01",-6.776714,54.504031,"Fairmount Park","ASBO","DUNGANNON",15987
"2015-01",NA,NA,"No Location","OTCR",NA,NA
"2015-01",-5.923023,54.58776,"Cooke Mews","ASBO","BELFAST",335665
"2015-01",-5.9336,54.5946,"Amelia Street","VISO","BELFAST",335665
"2015-01",-7.651049,54.345671,"Windmill Heights","CDAR","DUNGANNON",15987
"2015-01",-6.065223,54.522328,"Killowen Park","ASBO","LISBURN",121654
"2015-01",-7.322812,54.999402,"Great James Street","OTTH","LONDONDERRY",NA
"2015-01",-5.87588,54.600294,"Belmont Road","CDAR","BELFAST",335665
"2015-01",-5.92346,54.586483,"Ormeau Road","OTTH","BELFAST",335665
"2015-01",-6.767763,54.503446,"Park Road","VISO","BALLYCASTLE",5765
"2015-01",-5.53908,54.640808,"Cannyreagh Road","ASBO","DONAGHADEE",6926
"2015-01",-5.894285,54.406041,"Belfast Road","ASBO","BANGOR",62789
"2015-01",-7.465774,54.826433,"Main Street","OTCR","BALLYMONEY",11365
"2015-01",-7.322053,54.999964,"Strand Road","ASBO","LONDONDERRY",NA
"2015-01",-6.218818,54.716732,"Menin Road","ASBO","ANTRIM",21896
"2015-01",-5.933149,54.625177,"Somerton Road","ASBO","BELFAST",335665
"2015-01",-5.801218,54.593802,"Burton Avenue","VISO","DUNDONALD",16257
"2015-01",-5.708953,54.334292,"Meadowlands","VISO","NEWTOWNABBEY",118261
"2015-01",-6.336652,54.170789,"Kilmorey Street","VISO","NEWRY",27234
"2015-01",-6.302214,54.318603,"Woodvale","ASBO","BELFAST",335665
"2015-01",-7.461722,54.824645,"Main Street","VISO","BALLYMONEY",11365
"2015-01",-5.543164,54.638079,"Beechfield Drive","ASBO","COLERAINE",24694
"2015-01",-6.230421,54.479666,"Castlevue Gardens","ASBO",NA,NA
"2015-01",-6.192086,54.69321,"Abbey Gardens","VISO","MILLISLE",2359
"2015-01",-7.467745,54.824465,"O'Nolan Park","OTTH","STRABANE",17695
"2015-01",-6.29775,54.651131,"Loughview Road","BURG","CRUMLIN",5126
"2015-01",-6.941795,55.040395,"Glenview Drive","BURG","LIMAVADY",12128
"2015-01",-6.342449,54.170958,"Pool Lane","ASBO","NEWRY",27234
"2015-01",-6.663686,55.133707,"Railway Place","ASBO","COLERAINE",24694
"2015-01",-6.666669,55.149595,"Atlantic Court","ASBO","COLERAINE",24694
"2015-01",-5.926802,54.598958,"Ann Street","DRUG","BELFAST",335665
"2015-01",-5.929306,54.600232,"Rosemary Street","SHOP","BELFAST",335665
"2015-01",-6.256787,54.356321,"Ballyvally Heights","ASBO","BANBRIDGE",14634
"2015-01",-7.304776,54.991512,"Good Shepherd Glen","VISO","LONDONDERRY",NA
"2015-01",-7.287538,54.602159,"Camowen Terrace","ASBO","OMAGH",21325
"2015-01",-6.645987,54.348127,"Victoria Street","BURG","BALLYMONEY",11365
"2015-01",-5.978981,54.625555,"Springvale Park","PUBO","LONDONDERRY",NA
"2015-01",-5.9332,54.596372,"Wellington Street","ASBO","BALLYMENA",30265
"2015-01",-5.705591,54.591299,"Spelga Place","VISO","NEWTOWNARDS",28654
"2015-01",-6.215095,54.620939,"Mill Road","ASBO","PORTSTEWART",7825
"2015-01",-5.699363,54.588691,"Raceview Terrace","ASBO","NEWTOWNARDS",28654
"2015-01",-7.642306,54.346688,"Wesley Street","ASBO","LISBURN",121654
"2015-01",-6.662003,54.3427,"Dalton Road","VISO","ARMAGH",175621
"2015-01",-5.537864,54.381476,"Ballyphilip Road","ASBO","PORTAFERRY",2514
"2015-01",-5.961838,54.588115,"Rodney Parade","ASBO","BELFAST",335665
"2015-01",-6.331305,54.455954,"Colban Crescent","DRUG","LURGAN",28568
"2015-01",-6.187219,54.720953,"Sussex Square","CDAR","ANTRIM",21896
"2015-01",-6.108495,54.068581,"Newry Road","VECR","BANBRIDGE",14634
"2015-01",-5.876184,54.605448,"Palmerston Road","VISO","BELFAST",335665
"2015-01",-5.834315,54.641895,"Shore Road","VISO","GLYNN",2156
"2015-01",-7.334944,55.001886,"Creggan Road","OTCR","LONDONDERRY",NA
"2015-01",-7.634686,54.356268,"Kilmacormick Avenue","OTTH","ENNISKILLEN",13826
"2015-01",-5.910804,54.563829,"Saintfield Road","SHOP","CASTLEREAGH",NA
"2015-01",-5.821637,54.851388,"Upper Cross Street","ASBO","LARNE",33620
"2015-01",-6.590467,54.418216,"Red Lion Road","ASBO",NA,NA
"2015-01",-5.910896,54.408036,"Edengrove Park","ASBO","BALLYNAHINCH",5567
"2015-01",-6.32963,54.744903,"The Gables","BURG","RANDALSTOWN",5127
"2015-01",-7.324463,54.999726,"Great James Street","VISO","LONDONDERRY",NA
"2015-01",-5.910804,54.563829,"Saintfield Road","SHOP","CASTLEREAGH",NA
"2015-01",-7.34737,55.028667,"Temple Court","ASBO","LONDONDERRY",NA
"2015-01",-5.821824,54.851957,"Upper Cross Street","ASBO","LARNE",33620
"2015-01",-5.910684,54.695728,"Sorrell Drive","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.329652,54.792627,"Tamlough Road","BURG","RANDALSTOWN",5127
"2015-01",-6.708435,54.244783,"Lake Road","DRUG","CULLYHANNA",479
"2015-01",-5.944429,54.583885,"Mount Prospect Park","ASBO","BELFAST",335665
"2015-01",-7.276112,55.019883,"Gransha Park","VISO","BELFAST",335665
"2015-01",-6.346562,54.186864,"Violet Hill Avenue","ASBO","NEWRY",27234
"2015-01",-6.275476,54.86067,"James Street","VISO","LONDONDERRY",NA
"2015-01",-6.230421,54.479666,"Castlevue Gardens","OTCR",NA,NA
"2015-01",-5.932635,54.591645,"Ventry Street","ASBO","BELFAST",335665
"2015-01",-6.199325,54.89577,"Brookvale","ASBO","BALLYMONEY",11365
"2015-01",-5.982879,54.560561,"Mount Aboo Park","VISO","BELFAST",335665
"2015-01",-5.904654,54.594192,"The Mount","ASBO","BELFAST",335665
"2015-01",-6.358575,54.183336,"Parkhead Crescent","ASBO","NEWRY",27234
"2015-01",-5.672622,54.649228,"Hill Crest","ASBO","BANGOR",62789
"2015-01",-6.658425,55.133973,"Windsor Avenue","ASBO","NEWTOWNARDS",28654
"2015-01",-6.052521,54.503291,"Beechland Walk","OTTH","LISBURN",121654
"2015-01",-5.95115,54.700139,"Carntall Road","VISO","BALLYCLARE",18675
"2015-01",-5.992263,54.750944,"Bellevue Place","VISO","BALLYCLARE",18675
"2015-01",-5.99491,54.750808,"Ballynure Road","OTTH","BALLYCLARE",18675
"2015-01",-5.92346,54.586483,"Ormeau Road","VISO","BELFAST",335665
"2015-01",-6.078878,54.529545,"Knightsbridge","VISO","LONDONDERRY",NA
"2015-01",-6.754851,54.484869,"Jacksonville Road","VISO","MOYGASHEL",NA
"2015-01",-5.990915,54.676213,"Blackwater Business Park","VECR",NA,NA
"2015-01",-5.852975,54.603834,"Schomberg Avenue","CDAR","BELFAST",335665
"2015-01",-6.027577,54.563086,"Laurelbank","ASBO","DUNMURRY",NA
"2015-01",-6.33359,54.463101,"Church Place","VISO","LURGAN",28568
"2015-01",-5.968091,54.590224,"Falls Road","ASBO","BELFAST",335665
"2015-01",-7.312809,54.988585,"Robert Street","VISO","NEWTOWNARDS",28654
"2015-01",-5.93162,54.539631,"Ballycoan Road","VISO","BELFAST",335665
"2015-01",-5.955965,54.613623,"Prospect Park","ASBO","BELFAST",335665
"2015-01",-6.32004,54.749964,"Main Street","VISO","BALLYMONEY",11365
"2015-01",-5.681192,54.595335,"Edith Helen Road","CDAR","NEWTOWNARDS",28654
"2015-01",-5.919776,54.585602,"Farnham Street","ASBO","BELFAST",335665
"2015-01",-7.314697,54.49969,"Castle Street","BURG","DONAGHADEE",6926
"2015-01",-5.917713,54.691149,"Twinburn Road","ASBO","NEWTOWNABBEY",118261
"2015-01",-6.463488,54.42212,"Westland Road","ASBO","COOKSTOWN",10718
"2015-01",-5.909534,54.588346,"Ravenhill Avenue","BURG","BELFAST",335665
"2015-01",-6.944669,55.039971,"Coolessan Walk","ASBO","LIMAVADY",12128
"2015-01",-6.617537,54.588175,"Mountjoy Road","VISO","OMAGH",21325
"2015-01",-6.55,54.489224,"Mount Hall","VISO","PORTADOWN",22611
"2015-01",-5.893979,54.59025,"Brenda Street","ASBO","BELFAST",335665
"2015-01",-6.202833,54.71708,"Portlee Walk","ASBO","ANTRIM",21896
"2015-01",NA,NA,"No Location","OTTH",NA,NA
"2015-01",-6.222034,54.806281,"Maybin Park","VISO","KELLS",71
"2015-01",-6.339764,54.424894,"Deans Road","OTCR","LURGAN",28568
"2015-01",-7.321576,54.997635,"William Street","VISO","DONAGHADEE",6926
"2015-01",-5.97697,54.622719,"Oakley Street","ASBO","BELFAST",335665
"2015-01",-6.017228,54.555549,"Chestnut Park","OTTH","STRABANE",17695
"2015-01",-5.701252,54.594424,"Regent Street","ASBO","NEWTOWNARDS",28654
"2015-01",-6.192257,54.509883,"Willow Lodge","VISO","LISBURN",121654
"2015-01",-6.261242,54.857385,"Meadowvale","ASBO","LISBURN",121654
"2015-01",-5.926512,54.597057,"Montgomery Street","VECR","BELFAST",335665
