"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2015-01",-5.895141,54.589031,"Channing Street","VISO","BELFAST",335665
"2015-01",-6.0443,54.541578,"Milltown Crescent","ASBO","DRUMAHOE",1369
"2015-01",-6.346803,54.890797,"Markstown Grove","PUBO","CULLYBACKEY",245
"2015-01",-5.923546,54.551946,"Castledillon Road","OTCR","BELFAST",335665
"2015-01",-5.708843,54.593715,"Circular Road","SHOP","CASTLEROCK",1288
"2015-01",-6.415809,54.433552,"Ramone Park","ASBO","PORTADOWN",22611
"2015-01",-5.882383,54.598144,"Lomond Avenue","CDAR","BELFAST",335665
"2015-01",-7.135157,54.488791,"Rarogan Road","ASBO","DUNGANNON",15987
"2015-01",-6.700491,54.685994,"Drummeen Road","ASBO","MONEYMORE",1371
"2015-01",-5.92411,54.658815,"Glenmount Road","ASBO","NEWTOWNABBEY",118261
"2015-01",-7.012393,55.043423,"Oakdene Crescent","OTCR","BALLYKELLY",1836
"2015-01",-6.664947,55.133056,"Railway Road","ASBO","COLERAINE",24694
"2015-01",-6.744976,54.645884,"Central Avenue","VISO","PORTSTEWART",7825
"2015-01",-5.963301,54.673739,"Antrim Road","ROBY","TEMPLEPATRICK",1518
"2015-01",-5.911434,54.666638,"Bracken Drive","BURG","NEWTOWNABBEY",118261
"2015-01",-5.815588,54.858135,"Greenland Walk","VISO","LARNE",33620
"2015-01",-5.440688,54.458417,"Princess Anne Road","ASBO","PORTAVOGIE",2154
"2015-01",-7.351981,55.016206,"Drumard Park","ASBO","LONDONDERRY",NA
"2015-01",-6.192086,54.69321,"Abbey Gardens","VISO","MILLISLE",2359
"2015-01",-5.932157,54.590702,"Salisbury Court","VECR","BELFAST",335665
"2015-01",-7.276112,55.019883,"Gransha Park","VISO","BELFAST",335665
"2015-01",-5.988564,54.5754,"South Link","VISO","BELFAST",335665
"2015-01",-6.030235,54.557019,"Woodside View","ASBO","DUNMURRY",NA
"2015-01",-5.702201,54.592681,"Mill Street Court","VISO","NEWTOWNARDS",28654
"2015-01",-5.917791,54.654492,"Longwood Road","SHOP","NEWTOWNABBEY",118261
"2015-01",-5.879054,54.573187,"Delamont Park","ASBO","BELFAST",335665
"2015-01",-5.668486,54.63,"Breezemount Park","ASBO","NEWTOWNARDS",28654
"2015-01",-5.894963,54.597267,"Albertbridge Road","CDAR","BELFAST",335665
"2015-01",-6.273763,54.866135,"Church Street","VISO","BALLYMONEY",11365
"2015-01",-5.97396,54.665805,"Hollybrook Grange","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.970655,54.590635,"Rockdale Street","CDAR","BELFAST",335665
"2015-01",-7.63731,54.355297,"Carran Close","VISO","CROSSMAGLEN",1629
"2015-01",-6.254958,54.09936,"Dock Street","ASBO","BELFAST",335665
"2015-01",-5.935448,54.605476,"Stanhope Drive","POSW","BELFAST",335665
"2015-01",NA,NA,"No Location","ASBO",NA,NA
"2015-01",-6.257406,54.354056,"Willow Grove","DRUG","BANBRIDGE",14634
"2015-01",-5.90768,54.591315,"My Ladys Road","BURG","BELFAST",335665
"2015-01",-6.257302,55.198905,"Broombeg View","CDAR","BALLYCASTLE",5765
"2015-01",-5.867731,54.574417,"Rosemount Park","CDAR","ARMAGH",175621
"2015-01",-6.053481,54.502902,"Beechland Drive","ASBO","LISBURN",121654
"2015-01",-7.404403,54.857524,"Leckpatrick Gardens","ASBO","ARTIGARVAN",612
"2015-01",-6.184973,54.732986,"Bush Road","OTTH","ANTRIM",21896
"2015-01",-5.774675,54.729084,"Edenvale Avenue","DRUG","CARRICKFERGUS",28653
"2015-01",-7.318992,54.995249,"Newmarket Street","ASBO","LONDONDERRY",NA
"2015-01",-5.944057,54.60326,"Dover Place","VECR","BELFAST",335665
"2015-01",-5.949367,54.692741,"Cherrymount","ASBO","LURGAN",28568
"2015-01",-5.934834,54.614235,"Hallidays Road","CDAR","BELFAST",335665
"2015-01",-5.935911,54.596328,"Murray Street","VECR","BELFAST",335665
"2015-01",-5.930704,54.615692,"Limestone Road","VECR","BELFAST",335665
"2015-01",-7.32083,54.997442,"Magazine Street","ASBO","LONDONDERRY",NA
"2015-01",-5.921771,54.59959,"Ann Street","ASBO","BELFAST",335665
"2015-01",-6.435102,54.42632,"Carrickblacker Road","VISO","PORTADOWN",22611
"2015-01",-6.147043,54.194571,"Newry Road","VISO","BANBRIDGE",14634
"2015-01",-5.933083,54.595336,"Brunswick Street","OTTH","BELFAST",335665
"2015-01",-5.970487,54.556364,"Upper Malone Park","OTCR","BELFAST",335665
"2015-01",-5.932409,54.580545,"Colenso Parade","ASBO","BELFAST",335665
"2015-01",-5.911035,54.675014,"Princes Drive","BURG","NEWTOWNABBEY",118261
"2015-01",-6.337713,54.172609,"St. Colmans Park","SHOP","NEWRY",27234
"2015-01",-5.950811,54.587417,"Donegall Avenue","BURG","BELFAST",335665
"2015-01",-6.23145,54.48013,"Castlevue Park","ASBO",NA,NA
"2015-01",-6.037355,54.514025,"Seymour Street","ASBO","LISBURN",121654
"2015-01",-5.965147,54.671874,"Harmin Drive","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.903387,54.58753,"Carlingford Street","OTTH","BELFAST",335665
"2015-01",-6.178567,54.704148,"Belfast Road","SHOP","BANGOR",62789
"2015-01",-5.708953,54.334292,"Meadowlands","DRUG","NEWTOWNABBEY",118261
"2015-01",-6.648976,55.203371,"Causeway Street","VISO","PORTRUSH",6621
"2015-01",-5.929562,54.626284,"Seabourne Parade","BURG","BELFAST",335665
"2015-01",-7.378949,54.717334,"Dublin Street","ASBO","BELFAST",335665
"2015-01",-7.286159,54.995573,"Sutton Gardens","BURG","LONDONDERRY",NA
"2015-01",-7.63731,54.355297,"Carran Close","VISO","CROSSMAGLEN",1629
"2015-01",-6.391024,54.071516,"Carrickbroad Road","CDAR","NEWRY",27234
"2015-01",-6.279776,54.36462,"Meadowbank","ASBO","GREYSTEEL",1231
"2015-01",-5.842254,54.856069,"Lindara Drive","ASBO","LARNE",33620
"2015-01",-6.009295,54.564484,"Tildarg Avenue","OTTH","BELFAST",335665
"2015-01",-5.672408,54.660833,"Central Avenue","PUBO","PORTSTEWART",7825
"2015-01",-5.800921,54.84804,"Fleet Street","VISO","LARNE",33620
"2015-01",-7.640766,54.345237,"Broadmeadow Place","CDAR","ENNISKILLEN",13826
"2015-01",-5.909003,54.595992,"Perry Court","ASBO","BELFAST",335665
"2015-01",-6.40621,54.43348,"Lisnisky Lane","CDAR","PORTADOWN",22611
"2015-01",-6.512323,54.610843,"Ardboe Road","ASBO","COOKSTOWN",10718
"2015-01",-6.467216,54.435339,"Selshion Manor","DRUG","PORTADOWN",22611
"2015-01",-5.678973,54.655783,"Oakwood Park","BURG","COMBER",9256
"2015-01",-7.334602,54.981933,"Hillview Avenue","ASBO","LONDONDERRY",NA
"2015-01",-7.681321,54.669324,"Main Street","OTTH","BALLYMONEY",11365
"2015-01",-5.959445,54.687879,"Manse Way","ASBO","MILLISLE",2359
"2015-01",-6.218818,54.716732,"Menin Road","VISO","ANTRIM",21896
"2015-01",-6.218818,54.716732,"Menin Road","DRUG","ANTRIM",21896
"2015-01",-7.332264,54.995736,"Elmwood Terrace","VECR","LONDONDERRY",NA
"2015-01",-6.652293,54.345754,"Dobbin Street","OTTH","ARMAGH",175621
"2015-01",-5.833188,54.589114,"Sperrin Drive","VISO","MAGHERAFELT",8387
"2015-01",-5.929548,54.58754,"Lawrence Street","BURG","BELFAST",335665
"2015-01",-5.955998,54.616984,"Jamaica Road","OTTH","BELFAST",335665
"2015-01",-7.326597,54.999199,"Lower Road","VISO","MOUNTJOY",NA
"2015-01",-5.933895,54.587857,"Lower Crescent","ASBO","COMBER",9256
"2015-01",-6.057101,54.224485,"Fofanny School Road","VISO","NEWRY",27234
"2015-01",-6.010159,54.570554,"Lenadoon Avenue","CDAR","BELFAST",335665
"2015-01",-6.64072,54.483316,"Clonmore Road","VISO","DUNGANNON",15987
"2015-01",-6.512087,55.060972,"Parklands","ASBO","BALLYMENA",30265
"2015-01",-6.07856,54.522837,"Rathvarna Avenue","VISO","LISBURN",121654
"2015-01",-6.265227,54.856328,"Chichester Park East","ASBO","BALLYMENA",30265
"2015-01",-5.892164,54.595152,"Factory Street","SHOP","BELFAST",335665
"2015-01",-6.226154,54.730702,"Meadow Lands","CDAR","ANTRIM",21896
"2015-01",-7.460837,54.377447,"Tullyreagh Road","OTCR","TEMPO",537
"2015-01",-5.978145,54.596853,"Sliabh Dubh View","CDAR","BELFAST",335665
"2015-01",-5.918121,54.600758,"Station Street","CDAR","BELFAST",335665
"2015-01",-5.982773,54.592752,"Glenalina Crescent","CDAR","BELFAST",335665
"2015-01",-6.941795,55.040395,"Glenview Drive","BURG","LIMAVADY",12128
"2015-01",-5.938546,54.580622,"Malone Road","VISO","DUNMURRY",NA
"2015-01",-6.198046,54.553032,"Glenavy Road","ASBO","CRUMLIN",5126
"2015-01",-6.654517,55.113098,"Kylebeg Avenue","CDAR","COLERAINE",24694
"2015-01",-6.011549,54.064734,"Hillside Drive","VISO",NA,NA
"2015-01",-6.363579,54.452873,"Pinebank","VISO","CRAIGAVON",17213
"2015-01",-6.390876,54.444471,"Parkmore","SHOP",NA,NA
"2015-01",-6.681687,55.126088,"Kylemore Road","VISO","COLERAINE",24694
"2015-01",-5.823545,54.867433,"Heatherdale Park","CDAR","LARNE",33620
"2015-01",-6.259509,54.106766,"Lassara Heights","ASBO","WARRENPOINT",7651
"2015-01",-7.304696,54.599537,"John Street","VISO","OMAGH",21325
"2015-01",NA,NA,"No Location","DRUG",NA,NA
"2015-01",-5.88702,54.221289,"Mourne View Close","BURG","NEWCASTLE",7524
"2015-01",-6.396922,54.447552,"Highfield Park","BURG","CRAIGAVON",17213
"2015-01",-5.947564,54.603984,"Shankill Road","CDAR","BELFAST",335665
"2015-01",-5.944401,54.2564,"Mary Street","BURG","BALLYCASTLE",5765
"2015-01",-5.95767,54.678442,"Queens Avenue","ASBO","BALLYMONEY",11365
"2015-01",-6.005608,54.566526,"Brooke Close","OTTH","BELFAST",335665
"2015-01",-5.928554,54.600102,"Winecellar Entry","ASBO","BELFAST",335665
"2015-01",-6.675172,54.534907,"Dernmore Drive","ASBO","COALISLAND",5789
"2015-01",-5.850478,54.364573,"Sycamore Court","ASBO","DRUMANESS",1398
"2015-01",-8.090082,54.415199,"Main Street","VISO","BALLYMONEY",11365
"2015-01",-5.899882,54.112239,"Glassdrumman Road","CDAR","BALLYNAHINCH",5567
"2015-01",-6.25211,54.105275,"Burren Road","DRUG","WARRENPOINT",7651
"2015-01",-6.263287,55.198164,"Ramoan Gardens","ASBO","BELFAST",335665
"2015-01",-5.928741,54.597032,"Donegall Square East","VISO","BELFAST",335665
"2015-01",-5.934027,54.599306,"Marquis Street","ASBO","BELFAST",335665
"2015-01",-6.946283,55.038664,"Irwin Avenue","VISO","BELFAST",335665
"2015-01",-6.222754,54.619291,"Glenavy Road","VECR","CRUMLIN",5126
"2015-01",-6.283987,54.864878,"Balmoral Avenue","VISO","BALLYMENA",30265
"2015-01",-7.325601,55.001753,"Asylum Road","ASBO","LONDONDERRY",NA
"2015-01",-5.83805,54.630775,"Pine Grove","CDAR","COALISLAND",5789
"2015-01",-6.328719,54.161307,"Cole Court","ASBO","NEWRY",27234
"2015-01",-5.969702,54.556306,"Upper Malone Park","ASBO","BELFAST",335665
"2015-01",-6.367041,54.403074,"Moss Bank Road","OTTH","PORTADOWN",22611
"2015-01",-6.329955,54.462224,"Windsor Avenue","ASBO","NEWTOWNARDS",28654
"2015-01",-5.930154,54.597254,"Donegall Square North","VISO","BELFAST",335665
"2015-01",-7.198269,55.037945,"Campsie Business Park","BURG",NA,NA
"2015-01",-6.250122,55.201111,"Ann Street","ASBO","BELFAST",335665
"2015-01",-5.895921,54.596996,"Stonyford Street","OTTH",NA,NA
"2015-01",-5.935872,54.588223,"Sandy Row","CDAR","BELFAST",335665
"2015-01",-6.270823,54.86603,"Glenravel Park","ASBO","BALLYMENA",30265
"2015-01",-5.946548,54.631236,"Cavehill Road","VECR","BELFAST",335665
"2015-01",-5.956521,54.595735,"Cavendish Square","ASBO","BELFAST",335665
"2015-01",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE",17695
"2015-01",-5.892164,54.595152,"Factory Street","OTTH","BELFAST",335665
"2015-01",-5.951754,54.677678,"Glendermere Heights","BURG","NEWTOWNABBEY",118261
"2015-01",-6.358243,54.18166,"Nursery Drive","ASBO","NEWRY",27234
"2015-01",-6.6681,54.353404,"Desart Lane Gardens","ASBO","ARMAGH",175621
"2015-01",-5.903385,54.575516,"Hughes Court","ASBO","BELFAST",335665
"2015-01",-5.715324,54.325059,"St. Patricks Avenue","VISO","CRAIGAVON",17213
"2015-01",-5.902077,54.54348,"Ballylenaghan Park","VISO","BELFAST",335665
"2015-01",-7.314524,54.377171,"Spout Gardens","ASBO","FIVEMILETOWN",1369
"2015-01",-6.651628,55.205323,"Causeway Street","ASBO","PORTRUSH",6621
"2015-01",-5.881752,54.598384,"Irwin Crescent","OTTH","BELFAST",335665
"2015-01",-5.920355,54.646171,"Shore Road","POSW","GLYNN",2156
"2015-01",-6.517038,54.29716,"Dean Swift'S Mews","CDAR","MARKETHILL",1713
"2015-01",-5.930334,54.599189,"Castle Street","SHOP","DONAGHADEE",6926
"2015-01",-7.326762,54.997762,"Abbey Park","ASBO","LONDONDERRY",NA
"2015-01",-6.659032,54.346108,"Navan Street","ASBO","ARMAGH",175621
"2015-01",-6.044267,54.521909,"Palmer Avenue","VISO","LISBURN",121654
"2015-01",-6.004947,54.757712,"Erskine Park","ASBO","BALLYCLARE",18675
"2015-01",-5.715389,54.312516,"Bishops Brae Avenue","VECR","DOWNPATRICK",11012
"2015-01",-5.663461,54.66279,"Alfred Street","ASBO","BELFAST",335665
"2015-01",-5.719782,54.319213,"Cathedral Park","ASBO","DOWNPATRICK",11012
"2015-01",-5.931541,54.596433,"Donegall Square West","ASBO","BELFAST",335665
"2015-01",-5.717826,54.327056,"Market Street","SHOP","BALLYMONEY",11365
"2015-01",-5.973774,54.606959,"West Circular Road","ASBO","BELFAST",335665
"2015-01",-6.000515,54.577386,"Gartree Place","OTCR","BELFAST",335665
"2015-01",-7.319658,55.033384,"Elaghmore Park","VISO","LONDONDERRY",NA
"2015-01",-6.4123,54.427828,"Lynden Gate","ASBO","PORTADOWN",22611
"2015-01",-5.911571,54.605066,"Queens Road","OTTH","BELFAST",335665
"2015-01",-6.652541,55.206186,"Main Street","ASBO","BALLYMONEY",11365
"2015-01",-6.158781,54.274449,"Katesbridge Road","DRUG","KINALLEN",563
"2015-01",-5.937312,54.61115,"Kinnaird Terrace","ASBO","BELFAST",335665
"2015-01",-5.950073,54.586703,"Dunluce Avenue","ASBO","PORTRUSH",6621
"2015-01",-5.906363,54.676021,"Fernagh Road","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.956591,54.615332,"Havana Way","VISO","BELFAST",335665
"2015-01",-7.356044,55.011395,"St. Eithne'S Park","VECR","LONDONDERRY",NA
"2015-01",-6.331305,54.455954,"Colban Crescent","VISO","LURGAN",28568
"2015-01",-7.318883,54.994278,"Bridge Street","OTCR","CUSHENDALL",1410
"2015-01",-5.682499,54.589493,"Stanfield Drive","ASBO","NEWTOWNARDS",28654
"2015-01",-5.976491,54.577777,"Kennedy Way Industrial Estate","ASBO",NA,NA
"2015-01",-7.326937,54.999416,"Lower Road","VISO","MOUNTJOY",NA
"2015-01",-6.938786,54.594573,"Park View","ASBO","NEWRY",27234
"2015-01",-6.656767,54.355201,"Banbrook Hill","DRUG","ARMAGH",175621
"2015-01",-7.324848,54.993575,"Bishop Street","DRUG","LONDONDERRY",NA
"2015-01",-5.888655,54.59598,"Bloomfield Avenue","OTCR","BELFAST",335665
"2015-01",-5.939884,54.576485,"Sycamore Park","ASBO","BELFAST",335665
"2015-01",-5.92591,54.598233,"Victoria Square","VISO","BELFAST",335665
"2015-01",-5.794166,54.59114,"Drumadoon Drive","OTCR","DUNDONALD",16257
"2015-01",-5.711052,54.756868,"Castleview Road","ASBO","BELFAST",335665
"2015-01",-6.645987,54.348127,"Victoria Street","ASBO","BALLYMONEY",11365
"2015-01",-6.658364,54.346316,"Culdee Street","DRUG","ARMAGH",175621
"2015-01",-5.945429,54.599365,"St. Peters Close","ASBO",NA,NA
"2015-01",-6.411058,54.354794,"Austin Drive","ASBO","TANDRAGEE",3489
"2015-01",-6.00906,54.544246,"Elm Corner","ASBO","DUNMURRY",NA
"2015-01",-5.791302,54.73194,"Portsmouth Gardens","ASBO","CARRICKFERGUS",28653
"2015-01",-5.535598,54.631788,"Kinnegar Rocks","ASBO","DONAGHADEE",6926
"2015-01",-6.302318,54.849378,"Riverdale","ASBO","BALLYMENA",30265
"2015-01",-5.925288,54.602256,"Dunbar Street","VISO","BELFAST",335665
"2015-01",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST",335665
"2015-01",-5.954722,54.678797,"Pembrooke Court","ASBO","NEWTOWNABBEY",118261
"2015-01",-5.931042,54.612373,"Lepper Street","VISO","BELFAST",335665
"2015-01",-6.358575,54.183336,"Parkhead Crescent","ASBO","NEWRY",27234
"2015-01",-6.041317,54.543848,"Barnfield Road","ASBO","LISBURN",121654
"2015-01",-6.451516,54.430296,"Rose Cottages","ROBY","PORTADOWN",22611
"2015-01",-5.936566,54.259635,"Station Road","DRUG","PORTSTEWART",7825
"2015-01",-6.273283,54.871527,"Devenagh Way","ASBO","BALLYMENA",30265
"2015-01",-7.216132,54.980194,"Lettershendony Avenue","ASBO","DRUMAHOE",1369
"2015-01",-6.262581,55.199969,"Mcauley Park","OTTH",NA,NA
"2015-01",-6.273196,54.350555,"Victoria Gardens","ASBO","CARRICKFERGUS",28653
"2015-01",-7.308576,54.996744,"Bonds Street","ASBO","LONDONDERRY",NA
"2015-01",-5.909167,54.591583,"Mount Street South","VISO","BELFAST",335665
"2015-01",-5.84297,54.862775,"Dromaine Drive","ASBO","LARNE",33620
"2015-01",-6.474389,54.873017,"Cullybackey Road","VISO","BALLYMENA",30265
"2015-01",-5.933537,54.601939,"Winetavern Street","CDAR","BELFAST",335665
"2015-01",-5.890907,54.216019,"Dunwellan Park","VISO","NEWCASTLE",7524
"2015-01",-5.987678,54.679277,"Rogan Manor","OTTH","NEWTOWNABBEY",118261
"2015-01",-6.6721,54.753846,"Durnascallon Lane","OTTH","DESERTMARTIN",1279
"2015-01",-7.324845,55.005845,"College Avenue","ASBO","COLERAINE",24694
"2015-01",-6.750923,54.652485,"Queens Avenue","CDAR","BALLYMONEY",11365
"2015-01",-6.667208,55.127296,"Mount Street","ASBO","LONDONDERRY",NA
"2015-01",-5.959318,54.60819,"Leopold Gardens","VISO","BELFAST",335665
"2015-01",-7.573916,54.215187,"Sheehinny Road","BURG",NA,NA
"2015-01",-5.931338,54.624544,"Fortwilliam Parade","ASBO","BELFAST",335665
"2015-01",-5.659567,54.639406,"Rathgill Way","CDAR","BANGOR",62789
"2015-01",-6.356586,54.450011,"Drumbeg","VISO","LISBURN",121654
"2015-01",-5.969476,54.628613,"Silverstream Road","VISO","BELFAST",335665
"2015-01",-5.930556,54.601223,"Lower Garfield Street","OTTH","BELFAST",335665
"2015-01",-5.929934,54.59548,"James Street South","OTTH","BELFAST",335665
"2015-01",-5.961492,54.63157,"Carrs Glen Park","ASBO","BELFAST",335665
"2015-01",-5.903215,54.40793,"Willow Park","ASBO","CARRICKFERGUS",28653
"2015-01",-5.709197,54.597064,"Westland Drive","ASBO","BALLYWALTER",2123
"2015-01",-6.939489,54.596088,"Shanroy Park","ASBO","POMEROY",621
"2015-01",-5.845327,54.63405,"Strathearn Court","ASBO","HOLYWOOD",12657
"2015-01",-6.008767,54.551223,"Ashley Lodge","CDAR","DUNMURRY",NA
"2015-01",-5.868296,54.599424,"Belmont Road","CDAR","BELFAST",335665
"2015-01",-7.30165,54.996965,"Heron Way","ASBO","LONDONDERRY",NA
"2015-01",-5.986652,54.585314,"Downfine Walk","VECR","BELFAST",335665
"2015-01",-6.219412,54.723003,"Parklands","VISO","BALLYMENA",30265
"2015-01",-5.983858,54.59427,"Ballymurphy Parade","PUBO","BELFAST",335665
"2015-01",-5.95221,54.673561,"Osterley Park","VISO","NEWTOWNABBEY",118261
"2015-01",-5.928554,54.600102,"Winecellar Entry","ASBO","BELFAST",335665
"2015-01",-5.929141,54.608971,"North Queen Street","ASBO","BELFAST",335665
"2015-01",-6.611044,54.756513,"Garden Street","CDAR","MAGHERAFELT",8387
"2015-01",-7.175796,55.021024,"Alderbrook","CDAR",NA,NA
"2015-01",-6.080266,54.520708,"Windemere Road","ASBO",NA,NA
"2015-01",NA,NA,"No Location","DRUG",NA,NA
"2015-01",-5.946261,54.669166,"Collinward Drive","VISO","NEWTOWNABBEY",118261
"2015-01",-5.706753,54.586307,"Ardmillan Crescent","ASBO","NEWTOWNARDS",28654
"2015-01",-5.933914,54.616501,"Newington Street","ASBO","BELFAST",335665
"2015-01",-5.968348,54.601226,"Watermouth Crescent","ASBO","BELFAST",335665
"2015-01",-6.617545,54.762202,"Hazeldene Avenue","ASBO","BANGOR",62789
"2015-01",-5.986318,54.597726,"Moyard Parade","CDAR","BELFAST",335665
"2015-01",-6.278199,54.869126,"Duke Street","ASBO","BALLYMENA",30265
"2015-01",-5.915622,54.576366,"St. Judes Square","ASBO",NA,NA
"2015-01",-5.955253,54.619793,"Deerpark Grove","ASBO","BELFAST",335665
"2015-01",-5.908511,54.5938,"Victor Place","VISO","CRAIGAVON",17213
"2015-01",-5.897501,54.58767,"Ardgowan Street","VISO","BELFAST",335665
"2015-01",-5.923658,54.620585,"Arosa Parade","OTTH","BELFAST",335665
"2015-01",-6.085063,54.507648,"Knockmore Road","VISO","BALLYMONEY",11365
"2015-01",-5.957168,54.617112,"Jamaica Road","ASBO","BELFAST",335665
"2015-01",-6.061667,55.059394,"Carn-Neil Park","BURG","BALLYMENA",30265
"2015-01",-5.807457,54.845813,"The Harbour Highway","SHOP","LARNE",33620
"2015-01",-6.40621,54.43348,"Lisnisky Lane","ASBO","PORTADOWN",22611
"2015-01",-5.931754,54.598036,"Fountain Street","OTTH","STRABANE",17695
"2015-01",-5.930443,54.586675,"Wolseley Street","CDAR","BELFAST",335665
"2015-01",-6.023044,54.559948,"Stewartstown Road","ASBO","COALISLAND",5789
"2015-01",-6.214981,54.562726,"Scroggy Road","ASBO","LIMAVADY",12128
"2015-01",-6.275733,54.864132,"Bridge Street","OTTH","CUSHENDALL",1410
"2015-01",-6.637117,55.196043,"Ballywillin Crescent","VISO","PORTRUSH",6621
"2015-01",-5.961838,54.588115,"Rodney Parade","ASBO","BELFAST",335665
"2015-01",-5.965054,54.628161,"Formby Park","ASBO","BELFAST",335665
"2015-01",-5.93032,54.601597,"North Street","ASBO","BALLYCASTLE",5765
"2015-01",-6.946046,55.039372,"Gorteen Crescent","ASBO","LIMAVADY",12128
"2015-01",-6.302456,54.498004,"Old Kilmore Road","BURG","MOIRA",4321
"2015-01",-5.878026,54.608122,"Inverary Wood","VISO","BELFAST",335665
"2015-01",-6.950542,55.050469,"Market Street","SHOP","BALLYMONEY",11365
"2015-01",-5.967502,54.609505,"Ballygomartin Road","BURG","BELFAST",335665
"2015-01",-5.9336,54.5946,"Amelia Street","SHOP","BELFAST",335665
"2015-01",-5.878948,54.58147,"Orby Drive","BURG","BALLYMONEY",11365
"2015-01",-6.670041,54.720952,"Glenquilly Road","OTTH","MONEYMORE",1371
"2015-01",-6.008112,54.564968,"Trenchard","OTTH","BELFAST",335665
"2015-01",-5.927689,54.664617,"Carnreagh Bend","DRUG","NEWTOWNABBEY",118261
"2015-01",-6.741749,54.646057,"Molesworth Road","VISO","COOKSTOWN",10718
"2015-01",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST",335665
"2015-01",-5.952956,54.562241,"Malone Beeches","ASBO","BELFAST",335665
"2015-01",-5.88054,54.58865,"Orangefield Park","ASBO","ARMAGH",175621
"2015-01",-5.74428,54.55143,"Bridge Street Link","ASBO","COMBER",9256
"2015-01",-5.930305,54.598533,"Donegall Place","OTTH","LONDONDERRY",NA
"2015-01",-6.369575,54.468812,"Silverwood Leaves","ASBO","LURGAN",28568
"2015-01",-6.410718,54.35364,"Mandeville Drive","CDAR","TANDRAGEE",3489
"2015-01",-6.551246,54.371877,"Main Street","ASBO","BALLYMONEY",11365
"2015-01",-6.847402,54.418426,"Brantry Road","CDAR","DUNGANNON",15987
"2015-01",-5.956688,54.616178,"Jamaica Road","CDAR","BELFAST",335665
"2015-01",-6.65347,54.348795,"Upper English Street","VISO","ARMAGH",175621
"2015-01",-5.955906,54.623757,"Dunowen Gardens","ASBO","BELFAST",335665
"2015-01",-5.956688,54.616178,"Jamaica Road","ASBO","BELFAST",335665
"2015-01",-5.934622,54.595794,"Howard Street","VISO","BELFAST",335665
"2015-01",-6.780064,54.506122,"Springdale","OTTH","BELFAST",335665
"2015-01",-7.356201,55.011351,"St. Eithne'S Park","ASBO","LONDONDERRY",NA
"2015-01",-5.926404,54.583029,"Palestine Street","CDAR","BELFAST",335665
"2015-01",-7.641273,54.350602,"Derrin Road","ASBO","ENNISKILLEN",13826
"2015-01",-6.332347,54.462194,"Market Street","CDAR","BALLYMONEY",11365
"2015-01",-5.930305,54.598533,"Donegall Place","SHOP","LONDONDERRY",NA
"2015-01",-6.6517,55.202727,"Dunluce Avenue","CDAR","PORTRUSH",6621
"2015-01",-6.214981,54.562726,"Scroggy Road","VISO","LIMAVADY",12128
"2015-01",-6.458823,54.429428,"Charles Street","VISO","LURGAN",28568
"2015-01",-5.542194,54.644655,"East Street","OTCR","NEWTOWNARDS",28654
"2015-01",-6.237878,54.102336,"The Orchard St. Leonards","CDAR","WARRENPOINT",7651
"2015-01",-7.277775,54.996969,"Bramhall Crescent","VISO","LONDONDERRY",NA
"2015-01",-5.959108,54.588572,"Donegall Road","VISO","BELFAST",335665
"2015-01",-5.894829,54.58128,"The Village Green","OTTH","LONDONDERRY",NA
"2015-01",-5.951492,54.256988,"Burren Walk","VISO","CASTLEWELLAN",2421
"2015-01",-7.349659,55.014774,"Marianus Park","CDAR","LONDONDERRY",NA
"2015-01",-6.459523,54.422249,"Westland Road","BURG","COOKSTOWN",10718
"2015-01",-5.932543,54.587061,"Botanic Avenue","BURG","BELFAST",335665
"2015-01",-6.805507,54.801265,"Oak Park","VISO","DRAPERSTOWN",1638
"2015-01",-5.689129,54.651341,"Westmoreland Crescent","VISO",NA,NA
"2015-01",-5.894829,54.58128,"The Village Green","OTTH","LONDONDERRY",NA
"2015-01",-5.963184,54.59246,"Islandbawn Drive","ASBO","ANTRIM",21896
"2015-01",-5.909497,54.598121,"Mountpottinger Road","ASBO","BELFAST",335665
"2015-01",-6.340332,54.192844,"River View","VISO","BALLYCLARE",18675
"2015-01",-7.311714,54.991408,"Spencer Road","VISO","CLAUDY",1347
"2015-01",-6.18698,54.710663,"Firmount Drive","BURG","ANTRIM",21896
"2015-01",-6.657134,55.195277,"Abercorn Avenue","ASBO","PORTRUSH",6621
"2015-01",-5.992263,54.750944,"Bellevue Place","ASBO","BALLYCLARE",18675
"2015-01",-5.885087,54.603303,"Lisavon Street","ASBO","BELFAST",335665
"2015-01",-6.690246,54.535045,"Derryowen Place","VISO","COALISLAND",5789
"2015-01",-6.329301,54.464641,"Castle Lane","VISO","COMBER",9256
"2015-01",-7.634071,54.342405,"The Point","VISO","MAGHERAFELT",8387
"2015-01",-7.325381,55.033461,"Ederowen Park","ASBO","LONDONDERRY",NA
"2015-01",-7.315029,55.014162,"Ardnashee","VISO","LONDONDERRY",NA
"2015-01",-5.600319,54.31817,"Crew Road","ASBO","LOUGHGALL",313
